,Attained_Age,Observation_Year,Death_Claim_Amount,Amount_Exposed,qx
482,78,2014,126930648,13450861062.656067,0.009436618771745436
483,78,2015,191261304,12885291724.005463,0.014843381748484418
484,78,2016,252205157,14082153748.046692,0.017909558545686443
485,78,2017,235047193,14481637062.400818,0.016230705961431755
486,78,2018,278871596,16381930383.926453,0.017023121785062763
487,78,2019,316678703,18423267574.31015,0.017189062782846647
488,79,2012,136382553,12532029041.725647,0.010882719194626146
489,79,2013,168776522,11957715952.529266,0.01411444482123702
490,79,2014,238316725,12249268555.674744,0.019455588218742624
491,79,2015,247991881,12902052632.424072,0.019221118380556988
492,79,2016,239275590,12274382972.813873,0.019493899655075423
493,79,2017,258028266,13326746878.328003,0.01936168431469246
494,79,2018,278955953,14439876770.824066,0.019318444154844426
495,79,2019,282641609,15540741971.405487,0.018187137365773934
496,80,2012,267940498,12384774717.67456,0.021634668704761884
497,80,2013,204890454,11817858579.510712,0.017337358762714434
498,80,2014,243302812,11700324626.544495,0.020794535174521532
499,80,2015,263006422,11602510727.245636,0.022668061093224785
500,80,2016,226277940,12224625021.60022,0.01851001070381952
501,80,2017,219870901,11599165223.856812,0.018955752138763934
502,80,2018,226727609,13360732707.34085,0.016969698740805433
503,80,2019,247941539,13574412080.778687,0.018265361145996462
504,81,2012,211616268,12252241775.468353,0.017271636642340972
505,81,2013,262158547,11789367504.572266,0.022236862740798193
506,81,2014,284623058,11584721703.772736,0.02456882998814795
507,81,2015,177016466,11204207165.878662,0.0157991068336443
508,81,2016,316055460,11073366024.419556,0.0285419500541225
509,81,2017,217406254,11804856849.306763,0.018416678556569463
510,81,2018,276025119,12079363938.736938,0.022850964703101922
511,81,2019,307843632,12713141476.480988,0.024214599717111894
512,82,2012,147200598,11259220840.216034,0.013073781932957948
513,82,2013,262618215,11725262150.714783,0.022397641231756218
514,82,2014,186276776,11393927440.360748,0.016348776747528788
515,82,2015,258833957,11217919422.789856,0.023073258707328896
516,82,2016,321140438,10760825607.93512,0.029843475742529314
517,82,2017,268857654,10588484442.019806,0.025391514288206678
518,82,2018,333513469,12555763519.285767,0.02656257968603186
519,82,2019,319659691,11495939571.123657,0.027806312743931312
520,83,2012,238239768,10684281070.560791,0.022298156181648952
521,83,2013,280580753,10873968338.92389,0.025802976820858286
522,83,2014,316266756,11515967593.00354,0.02746332459220761
523,83,2015,267190226,11077638495.795044,0.024119782036705985
524,83,2016,256623541,10723295826.837158,0.023931405525318913
525,83,2017,357145610,10323993935.93042,0.03459374465118894
526,83,2018,458616060,11382510169.801147,0.04029129367410985
527,83,2019,344541083,11909262470.196503,0.028930513863661203
528,84,2012,263288089,9917489105.999786,0.026547857646822978
529,84,2013,222590666,10264731188.82544,0.021684997093963876
530,84,2014,365901918,10581276066.377563,0.0345801315176596
531,84,2015,367729992,11084315775.082764,0.03317570515508471
532,84,2016,436329010,10536441958.625824,0.04141141874205385
533,84,2017,436239591,10328294670.342896,0.042237330065014206
534,84,2018,502415729,10818982708.148407,0.04643835215871095
535,84,2019,422500170,10723040495.974457,0.039401154006516254
536,85,2012,231640000,8530721339.244019,0.02715362403579902
537,85,2013,332182851,9637624609.749176,0.03446729504944323
538,85,2014,360765923,9894723129.801392,0.03646043636263336
539,85,2015,386850442,10110265132.900238,0.038263135230858954
540,85,2016,380859777,10489744436.282532,0.03630782230334042
541,85,2017,529288443,10049845235.66925,0.05266632774815592
542,85,2018,416051206,10788870141.421448,0.03856300062438092
543,85,2019,392720820,10130711517.180847,0.03876537391613393
544,86,2012,400951231,7320025728.431335,0.05477456581097604
545,86,2013,382846374,8212122174.140625,0.046619663697351627
546,86,2014,473205974,9232586524.036987,0.05125388998716783
547,86,2015,567655693,9505964535.993927,0.05971573856083684
548,86,2016,481059878,9432644316.453583,0.050999471819463814
549,86,2017,526582025,10150504819.608124,0.05187742229162643
550,86,2018,422663389,10482059873.47232,0.04032255053891303
551,86,2019,438573756,10289816416.450684,0.04262211668799426
552,87,2012,431671354,6084598897.980103,0.07094491539011741
553,87,2013,365434611,6979992610.23407,0.052354584224659426
554,87,2014,187685012,7773286597.32016,0.02414487226866232
555,87,2015,373323560,8674955391.837585,0.04303463742894477
556,87,2016,515191555,8750025872.29126,0.058878860762167466
557,87,2017,512168236,8968737315.014893,0.05710594680285266
558,87,2018,742657390,10582634635.564972,0.07017698480340212
559,87,2019,686789792,10035146532.85614,0.06843844180564548
560,88,2012,312397886,4448817856.955139,0.07022042619964923
561,88,2013,305589035,5604852906.305267,0.0545222221008196
562,88,2014,344965258,6626835964.137329,0.05205580157210169
563,88,2015,432866054,7473963492.240662,0.057916533101799866
564,88,2016,463706984,8006315760.861206,0.057917648747608345
565,88,2017,510587241,8311587140.695801,0.06143077517650335
566,88,2018,775709228,9272974630.211884,0.08365268524219778
567,88,2019,608344616,9793544698.751984,0.062116897886576546
568,89,2012,176471591,3549678844.541626,0.04971480483970036
569,89,2013,287528076,4157642368.6983643,0.06915651960945755
570,89,2014,377872564,5330354105.688721,0.07089070566563722
571,89,2015,502780553,6206705584.417053,0.08100602584764333
572,89,2016,426042705,6790812591.728638,0.06273810376079729
573,89,2017,699203057,7638045359.640472,0.09154214515333958
574,89,2018,581620874,8468527608.834686,0.06868028314547044
575,89,2019,651145854,8415540053.811676,0.07737422076733798
576,90,2012,224636404,2624056167.316284,0.0856065532430061
577,90,2013,204512111,3388438635.040161,0.060355855019807975
578,90,2014,263541652,3866164421.971924,0.06816617795721722
579,90,2015,527888487,4878667738.012421,0.10820341030542549
580,90,2016,442348422,5556000600.770996,0.07961633804334292
581,90,2017,436531398,6378135777.806335,0.0684418477761128
582,90,2018,546867331,7489300799.212982,0.07301981128297956
583,90,2019,713619526,7826603347.970245,0.0911787009348149
584,91,2012,168438648,1767393027.713379,0.0953034471443643
585,91,2013,226158532,2452206209.0440674,0.09222655548538163
586,91,2014,257864238,3170979876.6358643,0.08132004870165611
587,91,2015,272406331,3494220427.1012573,0.07795911468183575
588,91,2016,543547677,4258304659.9558105,0.12764414958643203
589,91,2017,374119285,5078178436.175537,0.07367194550212687
590,91,2018,651377045,6457042247.783478,0.10087854779386018
591,91,2019,719904555,6902620678.4844055,0.10429438158813444
592,92,2012,98754598,1195252834.2556763,0.08262234999132863
593,92,2013,145875739,1651333779.5650635,0.0883381305494892
594,92,2014,198850316,2222061857.880493,0.08948910008728234
595,92,2015,241608253,2873461677.09021,0.08408264321961058
596,92,2016,284264145,3103740101.4747314,0.09158761226976861
597,92,2017,394145600,3796162839.993042,0.10382736900736388
598,92,2018,395170940,4903743870.173828,0.08058555880203261
599,92,2019,576189943,5729303904.94931,0.1005689264453668
600,93,2012,176212100,757768698.9350586,0.23254074791904478
601,93,2013,69157253,1075578670.5195312,0.06429771702947151
602,93,2014,175950471,1509066076.690918,0.1165956042069572
603,93,2015,283920693,2026057616.3797913,0.1401345601944511
604,93,2016,271007983,2493070847.635254,0.10870448517620689
605,93,2017,405606748,2932244993.786194,0.1383263502400151
606,93,2018,541407211,3601272317.708313,0.15033775933515828
607,93,2019,709552072,4499465866.88678,0.15769695625915378
608,94,2012,57682745,437156623.6368103,0.13194983646850292
609,94,2013,90466779,617541517.8792114,0.14649505560481996
610,94,2014,123417837,1004733314.5405884,0.12283641361731146
611,94,2015,225360225,1297212074.3985596,0.17372658599750251
612,94,2016,168054806,1655907013.1280518,0.10148806947954164
613,94,2017,304501043,2324257927.3413086,0.13101000513669978
614,94,2018,340215823,2619916007.8549194,0.12985753053913926
615,94,2019,513307742,3071830477.660034,0.16710158510798162
616,95,2012,17344112,212387230.46264648,0.08166268735751694
617,95,2013,101267057,408618816.4182129,0.2478276891105163
618,95,2014,85513732,522325923.06134033,0.16371718925763049
619,95,2015,180751445,814153684.3280029,0.2220114561652952
620,95,2016,128333976,1043689601.3587036,0.12296182297201326
621,95,2017,223396560,1478328382.9439697,0.15111430083965788
622,95,2018,453714696,2151451219.7006836,0.21088774490695733
623,95,2019,377941963,2215078236.31604,0.17062239915668445
624,96,2012,24425100,190968994.96972656,0.12790086685994237
625,96,2013,12431156,195242818.87402344,0.06367023418167793
626,96,2014,57413063,317095857.3010254,0.18105901315984912
627,96,2015,50200716,386497105.93408203,0.12988639560101092
628,96,2016,141471836,639033510.0560608,0.22138406480059086
629,96,2017,124525657,919047253.2880859,0.13549429211009895
630,96,2018,225042486,1364270344.6479492,0.1649544658673002
631,96,2019,328031001,1672703969.711609,0.1961082217414453
632,97,2012,21094150,85551121.2578125,0.2465677794734185
633,97,2013,57068691,180961537.97070312,0.3153636493144702
634,97,2014,60651267,177421787.39648438,0.34184790881664745
635,97,2015,68607057,256058929.73706055,0.26793463938340517
636,97,2016,46674808,328977805.7536621,0.1418782883941721
637,97,2017,107486034,531028255.5516968,0.20241113891073542
638,97,2018,158100447,816630501.998169,0.19360095736462524
639,97,2019,166156550,1094153070.810913,0.15185859678377164
640,98,2012,741222,17588492.592773438,0.04214244035356077
641,98,2013,25539782,75931233.55566406,0.33635410362821466
642,98,2014,34171685,135339380.5834961,0.2524888532271519
643,98,2015,31298938,100637482.60522461,0.3110067659658958
644,98,2016,24159231,189554575.14086914,0.12745263986398564
645,98,2017,56594288,268183182.5300293,0.21102847488829007
646,98,2018,82715138,489289828.1218262,0.1690514154310298
647,98,2019,133336302,640431287.8284912,0.20819767012336807
648,99,2012,6899219,16524004.883789062,0.4175270491942607
649,99,2013,1378158,16924815.774902344,0.08142824231172183
650,99,2014,10269353,54606739.740722656,0.1880601744172925
651,99,2015,9122224,97869315.47338867,0.09320821297131066
652,99,2016,32014899,77928774.60803223,0.4108225640789196
653,99,2017,32991663,156238799.46875,0.21116177999434005
654,99,2018,52890877,239390572.8400879,0.22093968184507803
655,99,2019,64700663,393980303.6958008,0.16422309032472987
656,100,2012,355452,16213831.549560547,0.021922763839842287
657,100,2013,16101029,18989154.75390625,0.8479065660722926
658,100,2014,449782,14695530.859893799,0.030606720117033626
659,100,2015,5903938,20406794.88269043,0.28931236061023347
660,100,2016,15304000,65184897.20278931,0.2347783099571281
661,100,2017,7122911,37875318.61288452,0.18806207474587183
662,100,2018,43358893,125007033.74475098,0.34685162667353214
663,100,2019,31752761,149345327.1569214,0.21261301980099095
664,101,2012,0,1002080.25,0.0
665,101,2013,5250000,5211233.796875,1.007438968320371
666,101,2014,222844,13696161.498046875,0.0162705441252119
667,101,2015,835157,12856757.0234375,0.06495860491705122
668,101,2016,1775219,12135231.483398438,0.14628637306413003
669,101,2017,33676178,47688270.70880127,0.7061731847153094
670,101,2018,3018131,26610501.560058594,0.11341879420003516
671,101,2019,34008230,88864537.46691895,0.38269742879897434
672,102,2012,0,135616.5,0.0
673,102,2013,0,239383.5,0.0
674,102,2014,0,550957.796875,0.0
675,102,2015,558227,11367066.986328125,0.04910915020307474
676,102,2016,200000,11927939.28515625,0.01676735563609805
677,102,2017,1788304,23761254.2578125,0.07526134692203888
678,102,2018,5367738,18047203.478515625,0.2974276876963264
679,102,2019,12096571,25602115.62939453,0.47248325783325407
680,103,2013,0,135616.5,0.0
681,103,2014,0,239383.5,0.0
682,103,2015,800000,1138273.521484375,0.7028187732564959
683,103,2016,5700000,15670969.298828125,0.3637298938762037
684,103,2017,9357032,8885903.372558594,1.0530197783712507
685,103,2018,18014055,20720714.669921875,0.8693742125675398
686,103,2019,2496951,12715930.447265625,0.19636400264653325
687,104,2014,0,135616.5,0.0
688,104,2015,0,454752.2734375,0.0
689,104,2016,6104739,6170492.0,0.9893439615512021
690,104,2017,140000,1313601.791015625,0.10657719938989847
691,104,2018,150402,1807771.306640625,0.08319747052490367
692,104,2019,120225,3327770.86328125,0.03612778792150842
693,105,2015,0,214659.40625,0.0
694,105,2016,571387,356727.59375,1.6017460101514784
695,105,2017,0,65753.0,0.0
696,105,2018,0,1173601.044921875,0.0
697,105,2019,0,1657369.306640625,0.0
698,106,2016,0,0.0,
699,106,2018,0,111294.94921875,0.0
700,106,2019,0,1173601.044921875,0.0
701,107,2018,142074,142074.0,1.0
702,107,2019,0,65753.421875,0.0
703,117,2018,0,375342.46875,0.0
704,118,2018,0,124657.53125,0.0
