Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2004,0.006091,0.000461,0.000268,0.000195,0.000166,0.000149,0.000139,0.000131,0.000123,0.000113,0.000107,0.000110,0.000131,0.000175,0.000234,0.000303,0.000366,0.000414,0.000439,0.000446,0.000451,0.000460,0.000469,0.000481,0.000495,0.000511,0.000528,0.000548,0.000570,0.000597,0.000629,0.000667,0.000713,0.000768,0.000831,0.000902,0.000982,0.001076,0.001186,0.001309,0.001443,0.001585,0.001737,0.001897,0.002065,0.002251,0.002448,0.002639,0.002818,0.002996,0.003193,0.003421,0.003681,0.003978,0.004316,0.004695,0.005118,0.005591,0.006119,0.006704,0.007364,0.008092,0.008872,0.009697,0.010588,0.011584,0.012701,0.013929,0.015274,0.016754,0.018458,0.020352,0.022327,0.024357,0.026533,0.029066,0.032021,0.035310,0.038953,0.043048,0.047769,0.053190,0.059279,0.066081,0.073686,0.082199,0.091713,0.102295,0.113990,0.126821,0.140793,0.155906,0.172147,0.189496,0.207924,0.226595,0.245255,0.263624,0.281405,0.298289,0.316187,0.335158,0.355267,0.376584,0.399179,0.423129,0.448517,0.475428,0.503954,0.534191,0.566242,0.600217,0.636230,0.674404,0.714868,0.757760,0.803226,0.848184,0.890593,0.935123
2005,0.006156,0.000416,0.000257,0.000181,0.000155,0.000148,0.000143,0.000138,0.000130,0.000118,0.000107,0.000105,0.000121,0.000159,0.000214,0.000276,0.000334,0.000381,0.000412,0.000431,0.000448,0.000468,0.000484,0.000495,0.000504,0.000513,0.000524,0.000542,0.000568,0.000602,0.000642,0.000687,0.000736,0.000789,0.000848,0.000914,0.000990,0.001080,0.001188,0.001311,0.001445,0.001587,0.001739,0.001900,0.002071,0.002256,0.002452,0.002652,0.002851,0.003056,0.003286,0.003541,0.003801,0.004063,0.004341,0.004649,0.005012,0.005447,0.005968,0.006572,0.007256,0.008001,0.008789,0.009611,0.010489,0.011474,0.012585,0.013797,0.015117,0.016567,0.018234,0.020100,0.022076,0.024145,0.026388,0.029018,0.032065,0.035393,0.039001,0.043020,0.047669,0.053073,0.059222,0.066184,0.074036,0.082854,0.092709,0.103657,0.115742,0.128995,0.143437,0.159077,0.175914,0.193937,0.213124,0.232549,0.251934,0.270974,0.289342,0.306703,0.325105,0.344611,0.365288,0.387205,0.410438,0.435064,0.461168,0.488838,0.518168,0.549258,0.582214,0.617146,0.654175,0.693426,0.735031,0.779133,0.825881,0.875434,0.923456,0.969629
2006,0.006055,0.000433,0.000276,0.000184,0.000160,0.000144,0.000134,0.000125,0.000114,0.000102,0.000093,0.000093,0.000110,0.000150,0.000204,0.000267,0.000326,0.000375,0.000409,0.000430,0.000449,0.000472,0.000491,0.000507,0.000521,0.000535,0.000551,0.000569,0.000590,0.000615,0.000644,0.000680,0.000723,0.000774,0.000835,0.000903,0.000981,0.001072,0.001178,0.001299,0.001430,0.001570,0.001721,0.001881,0.002050,0.002233,0.002428,0.002626,0.002826,0.003032,0.003263,0.003516,0.003772,0.004029,0.004300,0.004602,0.004956,0.005372,0.005865,0.006431,0.007071,0.007776,0.008538,0.009353,0.010238,0.011232,0.012342,0.013544,0.014839,0.016252,0.017874,0.019690,0.021608,0.023612,0.025782,0.028321,0.031266,0.034494,0.038009,0.041932,0.046487,0.051770,0.057731,0.064418,0.071935,0.080402,0.089924,0.100579,0.112419,0.125470,0.139742,0.155232,0.171928,0.189809,0.208843,0.228103,0.247302,0.266125,0.284236,0.301290,0.319367,0.338529,0.358841,0.380372,0.403194,0.427386,0.453029,0.480211,0.509023,0.539565,0.571938,0.606255,0.642630,0.681188,0.722059,0.765383,0.808900,0.849345,0.891812,0.936402
2007,0.006096,0.000434,0.000256,0.000192,0.000148,0.000138,0.000131,0.000125,0.000117,0.000107,0.000099,0.000100,0.000116,0.000152,0.000203,0.000260,0.000314,0.000360,0.000393,0.000416,0.000438,0.000462,0.000483,0.000500,0.000515,0.000531,0.000549,0.000568,0.000589,0.000615,0.000644,0.000679,0.000720,0.000768,0.000825,0.000890,0.000964,0.001048,0.001144,0.001253,0.001371,0.001500,0.001644,0.001805,0.001982,0.002173,0.002374,0.002580,0.002787,0.002999,0.003234,0.003488,0.003745,0.004000,0.004265,0.004563,0.004907,0.005298,0.005742,0.006246,0.006814,0.007451,0.008166,0.008964,0.009851,0.010859,0.011973,0.013155,0.014394,0.015727,0.017251,0.018983,0.020861,0.022886,0.025116,0.027726,0.030712,0.033929,0.037363,0.041148,0.045547,0.050675,0.056469,0.062982,0.070320,0.078603,0.087936,0.098399,0.110048,0.122912,0.137005,0.152329,0.168876,0.186627,0.205555,0.224699,0.243765,0.262430,0.280350,0.297171,0.315001,0.333901,0.353935,0.375171,0.397681,0.421542,0.446835,0.473645,0.502063,0.532187,0.564118,0.597965,0.633843,0.671874,0.712186,0.754918,0.795518,0.835294,0.877058,0.920911
2008,0.005952,0.000416,0.000241,0.000188,0.000153,0.000135,0.000122,0.000112,0.000103,0.000095,0.000091,0.000094,0.000110,0.000143,0.000186,0.000236,0.000284,0.000327,0.000360,0.000385,0.000410,0.000437,0.000460,0.000480,0.000497,0.000515,0.000534,0.000555,0.000578,0.000603,0.000633,0.000668,0.000707,0.000751,0.000802,0.000860,0.000928,0.001011,0.001111,0.001226,0.001352,0.001488,0.001639,0.001806,0.001987,0.002183,0.002388,0.002596,0.002805,0.003018,0.003255,0.003511,0.003761,0.004000,0.004243,0.004513,0.004835,0.005219,0.005679,0.006213,0.006819,0.007487,0.008216,0.009003,0.009863,0.010838,0.011926,0.013092,0.014330,0.015673,0.017213,0.018958,0.020845,0.022872,0.025100,0.027716,0.030716,0.033951,0.037405,0.041217,0.045662,0.050856,0.056727,0.063327,0.070770,0.079187,0.088694,0.099376,0.111292,0.124469,0.138921,0.154644,0.171628,0.189848,0.209272,0.228912,0.248459,0.267571,0.285890,0.303043,0.321226,0.340500,0.360930,0.382585,0.405541,0.429873,0.455665,0.483005,0.511986,0.542705,0.575267,0.609783,0.646370,0.685152,0.726261,0.764741,0.802978,0.843127,0.885283,0.929547
2009,0.005728,0.000373,0.000241,0.000186,0.000150,0.000133,0.000121,0.000113,0.000105,0.000098,0.000094,0.000098,0.000113,0.000143,0.000183,0.000229,0.000274,0.000315,0.000348,0.000375,0.000402,0.000431,0.000458,0.000482,0.000504,0.000527,0.000551,0.000576,0.000602,0.000630,0.000662,0.000699,0.000739,0.000780,0.000827,0.000879,0.000942,0.001019,0.001113,0.001223,0.001345,0.001477,0.001624,0.001788,0.001968,0.002161,0.002364,0.002578,0.002800,0.003032,0.003289,0.003560,0.003820,0.004060,0.004296,0.004558,0.004867,0.005225,0.005645,0.006127,0.006673,0.007281,0.007955,0.008697,0.009516,0.010449,0.011491,0.012603,0.013780,0.015056,0.016517,0.018180,0.019994,0.021963,0.024139,0.026684,0.029589,0.032711,0.036033,0.039688,0.043918,0.048848,0.054435,0.060738,0.067844,0.075849,0.084836,0.094873,0.106010,0.118281,0.131705,0.146293,0.162047,0.178958,0.197008,0.215270,0.233464,0.251288,0.268419,0.284525,0.301596,0.319692,0.338873,0.359206,0.380758,0.403603,0.427820,0.453489,0.480698,0.509540,0.540112,0.572519,0.606870,0.643283,0.681880,0.722792,0.766160,0.812129,0.853667,0.896351
2010,0.005562,0.000396,0.000214,0.000162,0.000132,0.000117,0.000106,0.000099,0.000093,0.000090,0.000090,0.000096,0.000111,0.000136,0.000170,0.000207,0.000245,0.000282,0.000318,0.000352,0.000387,0.000423,0.000454,0.000476,0.000494,0.000511,0.000531,0.000553,0.000579,0.000608,0.000641,0.000677,0.000719,0.000765,0.000818,0.000879,0.000947,0.001021,0.001099,0.001185,0.001279,0.001387,0.001518,0.001676,0.001858,0.002055,0.002262,0.002480,0.002708,0.002947,0.003208,0.003484,0.003750,0.003999,0.004245,0.004520,0.004838,0.005186,0.005569,0.005996,0.006477,0.007030,0.007675,0.008427,0.009283,0.010265,0.011345,0.012474,0.013634,0.014871,0.016289,0.017920,0.019714,0.021682,0.023872,0.026438,0.029366,0.032514,0.035865,0.039551,0.043830,0.048821,0.054464,0.060813,0.067968,0.076039,0.085125,0.095302,0.106623,0.119118,0.132806,0.147691,0.163769,0.181026,0.199438,0.218060,0.236601,0.254745,0.272155,0.288484,0.305793,0.324141,0.343589,0.364205,0.386057,0.409220,0.433773,0.459800,0.487388,0.516631,0.547629,0.580487,0.615316,0.652235,0.691369,0.732851,0.776822,0.819982,0.860982,0.904031
2011,0.005513,0.000382,0.000218,0.000166,0.000143,0.000127,0.000116,0.000106,0.000098,0.000091,0.000086,0.000089,0.000102,0.000128,0.000164,0.000205,0.000246,0.000285,0.000319,0.000350,0.000383,0.000417,0.000446,0.000468,0.000487,0.000504,0.000524,0.000551,0.000585,0.000625,0.000672,0.000720,0.000765,0.000806,0.000845,0.000890,0.000945,0.001012,0.001094,0.001189,0.001295,0.001413,0.001549,0.001706,0.001881,0.002069,0.002270,0.002485,0.002716,0.002960,0.003226,0.003505,0.003779,0.004041,0.004302,0.004596,0.004928,0.005273,0.005628,0.006014,0.006444,0.006951,0.007568,0.008316,0.009186,0.010190,0.011283,0.012412,0.013550,0.014750,0.016131,0.017733,0.019506,0.021464,0.023654,0.026226,0.029166,0.032341,0.035733,0.039476,0.043835,0.048916,0.054633,0.061031,0.068227,0.076359,0.085546,0.095879,0.107414,0.120179,0.134183,0.149423,0.165883,0.183543,0.202370,0.221404,0.240344,0.258858,0.276593,0.293189,0.310780,0.329427,0.349193,0.370144,0.392353,0.415894,0.440848,0.467299,0.495336,0.525057,0.556560,0.589954,0.625351,0.662872,0.702644,0.744029,0.781230,0.820291,0.861306,0.904371
2012,0.005435,0.000377,0.000233,0.000177,0.000134,0.000119,0.000108,0.000099,0.000093,0.000088,0.000086,0.000090,0.000103,0.000128,0.000161,0.000199,0.000237,0.000274,0.000310,0.000344,0.000379,0.000415,0.000447,0.000473,0.000496,0.000518,0.000543,0.000569,0.000598,0.000630,0.000665,0.000704,0.000744,0.000786,0.000831,0.000884,0.000945,0.001013,0.001090,0.001178,0.001275,0.001385,0.001514,0.001666,0.001838,0.002025,0.002224,0.002439,0.002670,0.002917,0.003184,0.003465,0.003749,0.004030,0.004316,0.004637,0.004990,0.005348,0.005705,0.006082,0.006502,0.006997,0.007586,0.008289,0.009101,0.010042,0.011077,0.012157,0.013264,0.014445,0.015807,0.017390,0.019157,0.021122,0.023327,0.025916,0.028865,0.032041,0.035422,0.039141,0.043465,0.048498,0.054157,0.060487,0.067601,0.075632,0.084697,0.094883,0.106248,0.118819,0.132605,0.147606,0.163809,0.181194,0.199731,0.218475,0.237129,0.255370,0.272853,0.289224,0.306577,0.324972,0.344470,0.365138,0.387047,0.410269,0.434885,0.460979,0.488637,0.517956,0.549033,0.581975,0.616893,0.653907,0.693141,0.734730,0.774477,0.813200,0.853860,0.896553
2013,0.005377,0.000379,0.000221,0.000162,0.000133,0.000119,0.000109,0.000101,0.000096,0.000093,0.000094,0.000100,0.000113,0.000134,0.000162,0.000194,0.000226,0.000261,0.000297,0.000334,0.000373,0.000413,0.000447,0.000473,0.000494,0.000514,0.000537,0.000564,0.000594,0.000628,0.000665,0.000706,0.000749,0.000795,0.000846,0.000904,0.000970,0.001040,0.001116,0.001198,0.001290,0.001396,0.001520,0.001665,0.001831,0.002010,0.002203,0.002417,0.002654,0.002910,0.003188,0.003480,0.003774,0.004065,0.004360,0.004690,0.005051,0.005412,0.005765,0.006132,0.006539,0.007022,0.007603,0.008302,0.009115,0.010054,0.011085,0.012162,0.013265,0.014442,0.015806,0.017390,0.019134,0.021046,0.023181,0.025688,0.028574,0.031731,0.035156,0.038962,0.043392,0.048521,0.054252,0.060616,0.067738,0.075772,0.084851,0.095070,0.106488,0.119124,0.132982,0.148049,0.164305,0.181720,0.200258,0.219004,0.237665,0.255919,0.273424,0.289830,0.307220,0.325653,0.345192,0.365903,0.387858,0.411129,0.435797,0.461945,0.489661,0.519041,0.550183,0.583194,0.618186,0.655277,0.694594,0.736270,0.774252,0.812964,0.853613,0.896293
2014,0.005313,0.000346,0.000221,0.000162,0.000131,0.000117,0.000106,0.000098,0.000091,0.000086,0.000084,0.000087,0.000100,0.000124,0.000157,0.000194,0.000232,0.000269,0.000305,0.000338,0.000374,0.000410,0.000443,0.000473,0.000499,0.000526,0.000555,0.000584,0.000612,0.000642,0.000675,0.000711,0.000755,0.000807,0.000867,0.000935,0.001008,0.001085,0.001164,0.001247,0.001341,0.001447,0.001568,0.001704,0.001856,0.002021,0.002202,0.002410,0.002648,0.002912,0.003198,0.003497,0.003805,0.004116,0.004435,0.004788,0.005168,0.005543,0.005906,0.006275,0.006690,0.007173,0.007726,0.008361,0.009084,0.009916,0.010852,0.011876,0.012988,0.014215,0.015647,0.017279,0.019030,0.020889,0.022930,0.025300,0.028057,0.031156,0.034621,0.038523,0.043093,0.048291,0.053891,0.059856,0.066400,0.073817,0.082355,0.092185,0.103385,0.115949,0.129840,0.145001,0.161362,0.178853,0.197400,0.216145,0.234781,0.252972,0.270361,0.286583,0.303778,0.322005,0.341325,0.361804,0.383513,0.406523,0.430915,0.456770,0.484176,0.513226,0.544020,0.576661,0.611261,0.647936,0.686813,0.726153,0.762461,0.800584,0.840613,0.882644
2015,0.005374,0.000353,0.000231,0.000165,0.000129,0.000116,0.000107,0.000101,0.000096,0.000092,0.000091,0.000096,0.000111,0.000138,0.000174,0.000214,0.000254,0.000294,0.000330,0.000364,0.000400,0.000437,0.000470,0.000498,0.000522,0.000546,0.000573,0.000605,0.000644,0.000690,0.000740,0.000792,0.000841,0.000885,0.000929,0.000978,0.001035,0.001099,0.001172,0.001254,0.001348,0.001454,0.001573,0.001708,0.001860,0.002025,0.002208,0.002416,0.002652,0.002915,0.003198,0.003497,0.003807,0.004126,0.004456,0.004821,0.005211,0.005594,0.005960,0.006330,0.006748,0.007234,0.007777,0.008384,0.009071,0.009860,0.010762,0.011774,0.012903,0.014169,0.015652,0.017331,0.019119,0.020997,0.023045,0.025441,0.028241,0.031371,0.034852,0.038770,0.043356,0.048613,0.054371,0.060623,0.067548,0.075384,0.084338,0.094549,0.106087,0.118956,0.133134,0.148580,0.165242,0.183065,0.201986,0.221111,0.240129,0.258701,0.276467,0.293055,0.310638,0.329276,0.349033,0.369975,0.392173,0.415704,0.440646,0.467085,0.495110,0.524816,0.556305,0.589684,0.625065,0.662569,0.702323,0.743516,0.780692,0.819727,0.860713,0.903749
2016,0.005331,0.000359,0.000247,0.000169,0.000155,0.000135,0.000120,0.000109,0.000100,0.000094,0.000093,0.000098,0.000113,0.000140,0.000176,0.000217,0.000259,0.000301,0.000342,0.000382,0.000424,0.000467,0.000506,0.000539,0.000569,0.000598,0.000630,0.000666,0.000708,0.000754,0.000803,0.000854,0.000906,0.000958,0.001011,0.001071,0.001137,0.001202,0.001266,0.001332,0.001406,0.001495,0.001601,0.001728,0.001876,0.002039,0.002219,0.002424,0.002659,0.002919,0.003202,0.003500,0.003813,0.004136,0.004472,0.004839,0.005230,0.005624,0.006013,0.006412,0.006866,0.007377,0.007912,0.008470,0.009075,0.009768,0.010583,0.011535,0.012644,0.013918,0.015413,0.017090,0.018862,0.020706,0.022704,0.025037,0.027768,0.030825,0.034231,0.038066,0.042545,0.047671,0.053287,0.059387,0.066142,0.073775,0.082478,0.092386,0.103565,0.116021,0.129735,0.144670,0.160781,0.178018,0.196323,0.214830,0.233241,0.251231,0.268457,0.284565,0.301638,0.319737,0.338921,0.359256,0.380812,0.403660,0.427880,0.453553,0.480766,0.509612,0.540188,0.572600,0.606956,0.643373,0.681975,0.722894,0.766268,0.807459,0.847832,0.890224
2017,0.005229,0.000342,0.000209,0.000162,0.000143,0.000125,0.000113,0.000104,0.000097,0.000093,0.000092,0.000098,0.000113,0.000138,0.000172,0.000211,0.000251,0.000293,0.000336,0.000379,0.000425,0.000473,0.000515,0.000551,0.000582,0.000613,0.000646,0.000684,0.000729,0.000779,0.000833,0.000887,0.000939,0.000988,0.001034,0.001085,0.001143,0.001205,0.001272,0.001346,0.001430,0.001525,0.001631,0.001750,0.001883,0.002030,0.002197,0.002388,0.002607,0.002854,0.003120,0.003406,0.003717,0.004055,0.004418,0.004816,0.005236,0.005650,0.006047,0.006446,0.006891,0.007397,0.007938,0.008514,0.009148,0.009879,0.010722,0.011665,0.012715,0.013897,0.015287,0.016880,0.018609,0.020468,0.022524,0.024932,0.027734,0.030860,0.034326,0.038217,0.042777,0.047999,0.053686,0.059822,0.066599,0.074276,0.083076,0.093151,0.104573,0.117345,0.131438,0.146806,0.163391,0.181132,0.199963,0.218994,0.237910,0.256369,0.274005,0.290445,0.307872,0.326344,0.345925,0.366681,0.388681,0.412002,0.436722,0.462926,0.490701,0.520143,0.551352,0.584433,0.619499,0.656669,0.696069,0.736489,0.773313,0.811979,0.852578,0.895207
2018,0.005058,0.000326,0.000226,0.000151,0.000127,0.000116,0.000109,0.000104,0.000101,0.000099,0.000100,0.000106,0.000121,0.000145,0.000178,0.000215,0.000253,0.000291,0.000328,0.000365,0.000404,0.000445,0.000484,0.000522,0.000558,0.000595,0.000634,0.000676,0.000722,0.000771,0.000823,0.000876,0.000929,0.000981,0.001035,0.001093,0.001157,0.001219,0.001279,0.001341,0.001410,0.001492,0.001589,0.001706,0.001841,0.001993,0.002161,0.002349,0.002558,0.002790,0.003040,0.003312,0.003615,0.003951,0.004318,0.004720,0.005141,0.005561,0.005969,0.006381,0.006844,0.007362,0.007896,0.008441,0.009026,0.009700,0.010492,0.011397,0.012429,0.013607,0.014993,0.016575,0.018295,0.020147,0.022195,0.024610,0.027414,0.030497,0.033859,0.037609,0.041981,0.047046,0.052709,0.059002,0.066048,0.074001,0.082993,0.093121,0.104442,0.116976,0.130726,0.145680,0.161816,0.179107,0.197516,0.216127,0.234643,0.252737,0.270063,0.286267,0.303443,0.321650,0.340949,0.361406,0.383090,0.406075,0.430440,0.456266,0.483642,0.512661,0.543420,0.576026,0.610587,0.647222,0.686056,0.727219,0.770852,0.810071,0.850574,0.893103
